ProxyAddress,implementations,version,Proxy-Type,Creation Timestamp,Creation Date,Last Transaction Timestamp,Last Transaction Date,Total Transactions,Age,Active,Human Readable Age
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x4c6d7c737cd32e89fdcfb5df4206aff199fb5d38,25,EIP_1967_LOGIC_SLOT.csv,1605807927,11/19/20 17:45,1605807927,11/19/20 17:45,1,7326,FALSE,122.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x8c05b8185859929f800101728e623835b6ee9efb,26,EIP_1967_LOGIC_SLOT.csv,1605815253,11/19/20 19:47,1605815253,11/19/20 19:47,1,550,FALSE,9.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x1aafa36db50fd9efa93b81cffdaed83615e3af4b,27,EIP_1967_LOGIC_SLOT.csv,1605815803,11/19/20 19:56,1605815803,11/19/20 19:56,1,268,FALSE,4.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x75adb8235912d9e4edd74e8da03ad4fd36a853af,28,EIP_1967_LOGIC_SLOT.csv,1605816071,11/19/20 20:01,1605816071,11/19/20 20:01,1,9680,FALSE,161.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x08c43094a31560483a1f3ca6e8d7e49f2557f5ef,29,EIP_1967_LOGIC_SLOT.csv,1605825751,11/19/20 22:42,1605825751,11/19/20 22:42,1,57558,FALSE,959.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x26880b70a0a440dea87aad881ee6be15939ef05f,30,EIP_1967_LOGIC_SLOT.csv,1605883309,11/20/20 14:41,1605883309,11/20/20 14:41,1,125582,FALSE,1.0 days 653.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xe1c6a650e054e0929cb5511ad7bb2dc2606b937a,31,EIP_1967_LOGIC_SLOT.csv,1606008891,11/22/20 1:34,1606008891,11/22/20 1:34,1,152,FALSE,2.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xea9988f933688716b33b6b4f31ac5b90ec8c50f8,32,EIP_1967_LOGIC_SLOT.csv,1606009043,11/22/20 1:37,1606009043,11/22/20 1:37,1,98491,FALSE,1.0 days 201.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x36e98b48e51ee9cd83cf4ccfc000954a2f4fc21d,33,EIP_1967_LOGIC_SLOT.csv,1606107534,11/23/20 4:58,1606107534,11/23/20 4:58,1,139521,FALSE,1.0 days 885.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x593f6e306ce222c78700f3c316f9d72bb9c92843,34,EIP_1967_LOGIC_SLOT.csv,1606247055,11/24/20 19:44,1606247055,11/24/20 19:44,1,212620,FALSE,2.0 days 663.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x41f16817e08e6de7ac37a21e2042d16754da48c8,35,EIP_1967_LOGIC_SLOT.csv,1606459675,11/27/20 6:47,1606459675,11/27/20 6:47,1,83576,FALSE,1392.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x04084eb8e30beda782cf3e015594677e010bae54,36,EIP_1967_LOGIC_SLOT.csv,1606543251,11/28/20 6:00,1606543251,11/28/20 6:00,1,221495,FALSE,2.0 days 811.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x1428974a5360715aa95c4b686f385048e47053a4,37,EIP_1967_LOGIC_SLOT.csv,1606764746,11/30/20 19:32,1606764746,11/30/20 19:32,1,547315,FALSE,6.0 days 481.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xcaa991b9eee5f363589835e8240a3da9dfbafed9,38,EIP_1967_LOGIC_SLOT.csv,1607312061,12/7/20 3:34,1607312061,12/7/20 3:34,1,0,FALSE,
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xcaa991b9eee5f363589835e8240a3da9dfbafed9,39,EIP_1967_LOGIC_SLOT.csv,1607312061,12/7/20 3:34,1607312061,12/7/20 3:34,1,62411,FALSE,1040.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x14f9de6222e0855951117f73b8dd871581625f59,40,EIP_1967_LOGIC_SLOT.csv,1607374472,12/7/20 20:54,1607374472,12/7/20 20:54,1,1969,FALSE,32.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xea19226af47b84fc71ad034275d1deaa9ace7357,41,EIP_1967_LOGIC_SLOT.csv,1607376441,12/7/20 21:27,1607376441,12/7/20 21:27,1,109591,FALSE,1.0 days 386.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x1fecaa898c8ba8ba8fd80e807b2d082cc046b869,42,EIP_1967_LOGIC_SLOT.csv,1607486032,12/9/20 3:53,1607486032,12/9/20 3:53,1,342281,FALSE,3.0 days 1384.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x3d09d3effaf298a852a493bb9722fd0429fd4e71,43,EIP_1967_LOGIC_SLOT.csv,1607828313,12/13/20 2:58,1607828313,12/13/20 2:58,1,296,FALSE,4.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xf7f8f82cdcd4d1f8e0d467e60085e20d1cc54189,44,EIP_1967_LOGIC_SLOT.csv,1607828609,12/13/20 3:03,1607828609,12/13/20 3:03,1,565587,FALSE,6.0 days 786.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x492cafcf4f2f9ff30f28554ac488e15fee10de9c,45,EIP_1967_LOGIC_SLOT.csv,1608394196,12/19/20 16:09,1608394196,12/19/20 16:09,1,567080,FALSE,6.0 days 811.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xe408ccc7ca23fda4ca58e402076fdb464cba1ba9,46,EIP_1967_LOGIC_SLOT.csv,1608961276,12/26/20 5:41,1608961276,12/26/20 5:41,1,176,FALSE,2.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xfae431201518bb34f2b0908e4b21da11bcbe0888,47,EIP_1967_LOGIC_SLOT.csv,1608961452,12/26/20 5:44,1608961452,12/26/20 5:44,1,243861,FALSE,2.0 days 1184.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xea2eaf23d75c3314b5b8e0a355122baf8cce079d,48,EIP_1967_LOGIC_SLOT.csv,1609205313,12/29/20 1:28,1609205313,12/29/20 1:28,1,435029,FALSE,5.0 days 50.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xba4f3e6773b5076e3615b4b175a0890d3b2f808f,49,EIP_1967_LOGIC_SLOT.csv,1609640342,1/3/21 2:19,1609640342,1/3/21 2:19,1,-435029,TRUE,1389.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xea2eaf23d75c3314b5b8e0a355122baf8cce079d,50,EIP_1967_LOGIC_SLOT.csv,1609205313,12/29/20 1:28,1609205313,12/29/20 1:28,1,577262,FALSE,6.0 days 981.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x4a4c56c3202cb7a6a051eb77a6a3e8e53769be58,51,EIP_1967_LOGIC_SLOT.csv,1609782575,1/4/21 17:49,1609782575,1/4/21 17:49,1,88707,FALSE,1.0 days 38.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xaa92a27252b985ab6930b3fe968da89d73dd5e7d,52,EIP_1967_LOGIC_SLOT.csv,1609871282,1/5/21 18:28,1609871282,1/5/21 18:28,1,120666,FALSE,1.0 days 571.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x0debfab3e160fd751cec2438363192c070b43f40,53,EIP_1967_LOGIC_SLOT.csv,1609991948,1/7/21 3:59,1609991948,1/7/21 3:59,1,-120666,TRUE,868.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xaa92a27252b985ab6930b3fe968da89d73dd5e7d,54,EIP_1967_LOGIC_SLOT.csv,1609871282,1/5/21 18:28,1609871282,1/5/21 18:28,1,120666,FALSE,1.0 days 571.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x0debfab3e160fd751cec2438363192c070b43f40,55,EIP_1967_LOGIC_SLOT.csv,1609991948,1/7/21 3:59,1609991948,1/7/21 3:59,1,1182,FALSE,19.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xbe9e4329f7afd0499e37d7410d2a6189f84487a2,56,EIP_1967_LOGIC_SLOT.csv,1609993130,1/7/21 4:18,1609993130,1/7/21 4:18,1,258665,FALSE,2.0 days 1431.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xcc4be9a390083d3bf406f77c8d3acd86888b8dbe,57,EIP_1967_LOGIC_SLOT.csv,1610251795,1/10/21 4:09,1610251795,1/10/21 4:09,1,305963,FALSE,3.0 days 779.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xaec5bb1ff0638812d4f9228fc5b72b58c8fccae5,58,EIP_1967_LOGIC_SLOT.csv,1610557758,1/13/21 17:09,1610557758,1/13/21 17:09,1,805866,FALSE,9.0 days 471.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x7a54e1d4ee52e89758147c8c671e07c74223d2e4,59,EIP_1967_LOGIC_SLOT.csv,1611363624,1/23/21 1:00,1611363624,1/23/21 1:00,1,329492,FALSE,3.0 days 1171.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x44a3be6d7582ac2f1563a96cce5beb376e54e228,60,EIP_1967_LOGIC_SLOT.csv,1611693116,1/26/21 20:31,1611693116,1/26/21 20:31,1,46888,FALSE,781.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x8d18254a32f2ae03aff51cf99b8d70fd8ccf2e80,61,EIP_1967_LOGIC_SLOT.csv,1611740004,1/27/21 9:33,1611740004,1/27/21 9:33,1,954258,FALSE,11.0 days 64.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xdc170f6d2d09dec9e10f3b9dfd053e2d7b35f864,62,EIP_1967_LOGIC_SLOT.csv,1612694262,2/7/21 10:37,1612694262,2/7/21 10:37,1,3199,FALSE,53.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xcbda0a2336c324d88487dea6d159ed45af748c27,63,EIP_1967_LOGIC_SLOT.csv,1612697461,2/7/21 11:31,1612697461,2/7/21 11:31,1,470223,FALSE,5.0 days 637.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x22c489e3fccdcfe619cb75603e80b1eea6e1d3ff,64,EIP_1967_LOGIC_SLOT.csv,1613167684,2/12/21 22:08,1613167684,2/12/21 22:08,1,10922,FALSE,182.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x14358c6ce1dbea5ac0752a3d1f0a74163119fa4a,65,EIP_1967_LOGIC_SLOT.csv,1613178606,2/13/21 1:10,1613178606,2/13/21 1:10,1,-481145,TRUE,620.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xcbda0a2336c324d88487dea6d159ed45af748c27,66,EIP_1967_LOGIC_SLOT.csv,1612697461,2/7/21 11:31,1612697461,2/7/21 11:31,1,481145,FALSE,5.0 days 819.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x14358c6ce1dbea5ac0752a3d1f0a74163119fa4a,67,EIP_1967_LOGIC_SLOT.csv,1613178606,2/13/21 1:10,1613178606,2/13/21 1:10,1,-10922,TRUE,1257.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0x22c489e3fccdcfe619cb75603e80b1eea6e1d3ff,68,EIP_1967_LOGIC_SLOT.csv,1613167684,2/12/21 22:08,1613167684,2/12/21 22:08,1,-470223,TRUE,802.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xcbda0a2336c324d88487dea6d159ed45af748c27,69,EIP_1967_LOGIC_SLOT.csv,1612697461,2/7/21 11:31,1612697461,2/7/21 11:31,1,1474009,FALSE,17.0 days 86.0 minutes
0x2f6081e3552b1c86ce4479b80062a1dda8ef23e3,0xce853d2f62992a226d939602b04cd5bbc75eb5b2,70,EIP_1967_LOGIC_SLOT.csv,1614171470,2/24/21 12:57,1614171470,2/24/21 12:57,1,92373462,FALSE,1069.0 days 197.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x5febc6559a002eeae6d55207e28a0ad61451184d,1,Unknown,1623775162,6/15/21 16:39,1623775162,6/15/21 16:39,1,10177,FALSE,169.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xe98f3e671c1fc639511755885fca3651f8a508f7,2,Unknown,1623785339,6/15/21 19:28,1623785339,6/15/21 19:28,1,1204316,FALSE,13.0 days 1351.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x3caed43858f2bbf4bcd9fcd78b8708b5e282234e,3,Unknown,1624989655,6/29/21 18:00,1624989655,6/29/21 18:00,1,1975188,FALSE,22.0 days 1239.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x1d516ff92e406ae681a06a507042d91fe006c561,4,Unknown,1626964843,7/22/21 14:40,1626964843,7/22/21 14:40,1,3104411,FALSE,35.0 days 1340.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x0eb2e7cd7982771efca5f2235e18e7d9bb4989bc,5,Unknown,1630069254,8/27/21 13:00,1630069254,8/27/21 13:00,1,85048,FALSE,1417.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xa16c239413b4ea8815ce0694760e0342fd5aa0a1,6,Unknown,1630154302,8/28/21 12:38,1630154302,8/28/21 12:38,1,1044373,FALSE,12.0 days 126.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x9840b66a5dfe08508c46709abf29cf9360d43032,7,Unknown,1631198675,9/9/21 14:44,1631198675,9/9/21 14:44,1,1559400,FALSE,18.0 days 70.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xf3f9995a8b53676790ba68e0a3a0b1906aa18792,8,Unknown,1632758075,9/27/21 15:54,1632758075,9/27/21 15:54,1,66065,FALSE,1101.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x08c2b5fda25944a4a9905abe8b5e04374a112684,9,Unknown,1632824140,9/28/21 10:15,1632824140,9/28/21 10:15,1,781370,FALSE,9.0 days 62.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x825f54f114b9abaa6e0e8eeb674688e444b831aa,10,Unknown,1633605510,10/7/21 11:18,1633605510,10/7/21 11:18,1,789698,FALSE,9.0 days 201.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x59d3b1d2b7e9b14753bd492e080822a7da54262e,11,Unknown,1634395208,10/16/21 14:40,1634395208,10/16/21 14:40,1,605917,FALSE,7.0 days 18.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x95a2d35d367b63b5acf26a6e27e18e5f430bb32b,12,Unknown,1635001125,10/23/21 14:58,1635001125,10/23/21 14:58,1,764625,FALSE,8.0 days 1223.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x6a7b8f2c49994d9dbcfe10805b7ca59176693696,13,Unknown,1635765750,11/1/21 11:22,1635765750,11/1/21 11:22,1,4668750,FALSE,54.0 days 52.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x2941037c85538ef4d3840754974dd8bca2237e6b,14,Unknown,1640434500,12/25/21 12:15,1640434500,12/25/21 12:15,1,257662,FALSE,2.0 days 1414.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xf02e6ff1d2cf1b0d0cf4f7b92b312624202f79be,15,Unknown,1640692162,12/28/21 11:49,1640692162,12/28/21 11:49,1,1829580,FALSE,21.0 days 253.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x98ee0b0d4eee877c07aa824101b09da34632ce1f,16,Unknown,1642521742,1/18/22 16:02,1642521742,1/18/22 16:02,1,423427,FALSE,4.0 days 1297.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x9136060b947bd56f8ed9cc51e04c9a2f6dae7178,17,Unknown,1642945169,1/23/22 13:39,1642945169,1/23/22 13:39,1,1386307,FALSE,16.0 days 65.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x44b9728030ed5a75206e058cb791c7ad0a1b951a,18,Unknown,1644331476,2/8/22 14:44,1644331476,2/8/22 14:44,1,2015861,FALSE,23.0 days 477.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x0b9ed9248f7ad413b3f31a34fdbd36b67bb5756d,19,Unknown,1646347337,3/3/22 22:42,1646347337,3/3/22 22:42,1,630087,FALSE,7.0 days 421.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x938484a5c734feaaab0b8b9f83583448227ed06a,20,Unknown,1646977424,3/11/22 5:43,1646977424,3/11/22 5:43,1,46260,FALSE,771.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xe608aac966e84ffc7855ffe9b095c3f1e6fe51dd,21,Unknown,1647023684,3/11/22 18:34,1647023684,3/11/22 18:34,1,187037,FALSE,2.0 days 237.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x0b7cae0df5e1df1b1c9b95e970e1df9af4a9d61d,22,Unknown,1647210721,3/13/22 22:32,1647210721,3/13/22 22:32,1,97672,FALSE,1.0 days 187.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x9206eb61f8d6b284cbc17ce1fc20ff5cf04018a8,23,Unknown,1647308393,3/15/22 1:39,1647308393,3/15/22 1:39,1,1154083,FALSE,13.0 days 514.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x11d13401f4e08ef806b711677eb6e25f6e5235e5,24,Unknown,1648462476,3/28/22 10:14,1648462476,3/28/22 10:14,1,1151782,FALSE,13.0 days 476.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xb4792f362c7006524c8532f65f1cfd632f262e76,25,Unknown,1649614258,4/10/22 18:10,1649614258,4/10/22 18:10,1,18618,FALSE,310.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x10eabbed3c8795195477a546eba7d81f88881e8f,26,Unknown,1649632876,4/10/22 23:21,1649632876,4/10/22 23:21,1,252991,FALSE,2.0 days 1336.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xd333f35d89b6125f8d7c22d91b664961d0732d36,27,Unknown,1649885867,4/13/22 21:37,1649885867,4/13/22 21:37,1,6686,FALSE,111.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xf2c424e0376740843478eef6a738d1b083b8c9c8,28,Unknown,1649892553,4/13/22 23:29,1649892553,4/13/22 23:29,1,432122,FALSE,5.0 days 2.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xf3e910d32dfaec7f2a603dc118bab33714c952dc,29,Unknown,1650324675,4/18/22 23:31,1650324675,4/18/22 23:31,1,1422967,FALSE,16.0 days 676.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x750546b151c9f39e64a4ecd6fabf95601f03c053,30,Unknown,1651747642,5/5/22 10:47,1651747642,5/5/22 10:47,1,805636,FALSE,9.0 days 467.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xa363b613e0d53bbd30cbffc1df3a1af01774139e,31,Unknown,1652553278,5/14/22 18:34,1652553278,5/14/22 18:34,1,1406270,FALSE,16.0 days 397.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xbbef6e4cb1840ffc6bca5347cd99e36dba2f3d7b,32,Unknown,1653959548,5/31/22 1:12,1653959548,5/31/22 1:12,1,968782,FALSE,11.0 days 306.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xa042d01468c4ae9db368ee84b51d3a2dc699ae06,33,Unknown,1654928330,6/11/22 6:18,1654928330,6/11/22 6:18,1,694639,FALSE,8.0 days 57.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x648acd7c1fa9e9612c9ab3f4a5070c830ccd8efb,34,Unknown,1655622969,6/19/22 7:16,1655622969,6/19/22 7:16,1,8171,FALSE,136.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x7622eed007caffbe7f9206f142bbe1706f95a191,35,Unknown,1655631140,6/19/22 9:32,1655631140,6/19/22 9:32,1,57354,FALSE,955.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x01c50bd403a373c24d9052583d241c729b2b28b1,36,Unknown,1655688494,6/20/22 1:28,1655688494,6/20/22 1:28,1,13240,FALSE,220.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0xd530d2c37d8233c2715789a078515b3e5fdd85b0,37,Unknown,1655701734,6/20/22 5:08,1655701734,6/20/22 5:08,1,65296,FALSE,1088.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x5358fc9d2b238e72eda00f30744e7207b7102a8d,38,Unknown,1655767030,6/20/22 23:17,1655767030,6/20/22 23:17,1,5352751,FALSE,61.0 days 1372.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x4e9906465224fdf19c795a9f13b7a3882de3f2e3,39,Unknown,1661119781,8/21/22 22:09,1661119781,8/21/22 22:09,1,1812539,FALSE,20.0 days 1408.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x0035144a59138dc92642d5c1a2bf153720d8804b,40,Unknown,1662932320,9/11/22 21:38,1662932320,9/11/22 21:38,1,324571,FALSE,3.0 days 1089.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x708555f88aa9249e1d81d1acbcfd6e9cebd781e5,41,Unknown,1663256891,9/15/22 15:48,1663256891,9/15/22 15:48,1,0,FALSE,
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x708555f88aa9249e1d81d1acbcfd6e9cebd781e5,42,Unknown,1663256891,9/15/22 15:48,1663256891,9/15/22 15:48,1,30120,FALSE,502.0 minutes
0x31946680978cefb010e5f5fa8b8134c058cba7dc,0x33886c99a834096f4a07ea1857d6819ca786e8b7,43,Unknown,1663287011,9/16/22 0:10,1663287011,9/16/22 0:10,1,43257921,FALSE,500.0 days 965.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0xe49a5c2b0a52f734ed34ad0a828ecc2ef4d6a0a3,1,EIP_1967_LOGIC_SLOT.csv,1606781439,12/1/20 0:10,1606781439,12/1/20 0:10,1,160913,FALSE,1.0 days 1241.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0xe2ef9b819a672a61b801ed1db7c2fe3af5cc4dae,2,EIP_1967_LOGIC_SLOT.csv,1606942352,12/2/20 20:52,1606942352,12/2/20 20:52,1,622,FALSE,10.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0x6888e156e7b52fa52f1d0b6a0142b1e8eda56cb1,3,EIP_1967_LOGIC_SLOT.csv,1606942974,12/2/20 21:02,1606942974,12/2/20 21:02,1,1081,FALSE,18.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0xfdc548575678a3fe6ddf6ef5a5ac4a3486d9ba3d,4,EIP_1967_LOGIC_SLOT.csv,1606944055,12/2/20 21:20,1606944055,12/2/20 21:20,1,795,FALSE,13.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0xb25df8bf46d702a50160d59db8d9f8250cd19a77,5,EIP_1967_LOGIC_SLOT.csv,1606944850,12/2/20 21:34,1606944850,12/2/20 21:34,1,315,FALSE,5.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0x61049f3a51e4450ad5e59cf9fcb20cfca272d674,6,EIP_1967_LOGIC_SLOT.csv,1606945165,12/2/20 21:39,1606945165,12/2/20 21:39,1,876,FALSE,14.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0x2a99640788f60cacb6cde6f5ae4d05656c8afbc0,7,EIP_1967_LOGIC_SLOT.csv,1606946041,12/2/20 21:54,1606946041,12/2/20 21:54,1,170,FALSE,2.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0xef975ea5fdb1b5dfb59f3f85d35198be1b50c36e,8,EIP_1967_LOGIC_SLOT.csv,1606946211,12/2/20 21:56,1606946211,12/2/20 21:56,1,81056,FALSE,1350.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0x730faacc6d6f46f9472c394ad9150a983d493ea8,9,EIP_1967_LOGIC_SLOT.csv,1607027267,12/3/20 20:27,1607027267,12/3/20 20:27,1,3304,FALSE,55.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0x0f9aafa3d2f2d8ddb1f43ade29b59ee0924fe375,10,EIP_1967_LOGIC_SLOT.csv,1607030571,12/3/20 21:22,1607030571,12/3/20 21:22,1,-3304,TRUE,1384.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0x730faacc6d6f46f9472c394ad9150a983d493ea8,11,EIP_1967_LOGIC_SLOT.csv,1607027267,12/3/20 20:27,1607027267,12/3/20 20:27,1,15214478,FALSE,176.0 days 134.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0xf3ec790f9a59ab0bdc2b249c27cdc18bbccc71ba,12,EIP_1967_LOGIC_SLOT.csv,1622241745,5/28/21 22:42,1622241745,5/28/21 22:42,1,-15460306,TRUE,88.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0xe49a5c2b0a52f734ed34ad0a828ecc2ef4d6a0a3,13,EIP_1967_LOGIC_SLOT.csv,1606781439,12/1/20 0:10,1606781439,12/1/20 0:10,1,160913,FALSE,1.0 days 1241.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0xe2ef9b819a672a61b801ed1db7c2fe3af5cc4dae,14,EIP_1967_LOGIC_SLOT.csv,1606942352,12/2/20 20:52,1606942352,12/2/20 20:52,1,622,FALSE,10.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0x6888e156e7b52fa52f1d0b6a0142b1e8eda56cb1,15,EIP_1967_LOGIC_SLOT.csv,1606942974,12/2/20 21:02,1606942974,12/2/20 21:02,1,1081,FALSE,18.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0xfdc548575678a3fe6ddf6ef5a5ac4a3486d9ba3d,16,EIP_1967_LOGIC_SLOT.csv,1606944055,12/2/20 21:20,1606944055,12/2/20 21:20,1,795,FALSE,13.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0xb25df8bf46d702a50160d59db8d9f8250cd19a77,17,EIP_1967_LOGIC_SLOT.csv,1606944850,12/2/20 21:34,1606944850,12/2/20 21:34,1,315,FALSE,5.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0x61049f3a51e4450ad5e59cf9fcb20cfca272d674,18,EIP_1967_LOGIC_SLOT.csv,1606945165,12/2/20 21:39,1606945165,12/2/20 21:39,1,876,FALSE,14.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0x2a99640788f60cacb6cde6f5ae4d05656c8afbc0,19,EIP_1967_LOGIC_SLOT.csv,1606946041,12/2/20 21:54,1606946041,12/2/20 21:54,1,170,FALSE,2.0 minutes
0x324aa37199315d106cc5b1cd2ddf4fb618b1c457,0xef975ea5fdb1b5dfb59f3f85d35198be1b50c36e,20,EIP_1967_LOGIC_SLOT.csv,1606946211,12/2/20 21:56,1606946211,12/2/20 21:56,1,81056,FALSE,1350.0 minutes
