Proxy Address,Proxy Type,Year,Event Name,Event Parameters
0x6580c9f9a330cf2501d7d15ac396491419799b6d, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,impl: address
0xb6df5b7e761f7476263ebb4e4ba2862e9e892fd7, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xb6df5b7e761f7476263ebb4e4ba2862e9e892fd7, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xb6df5b7e761f7476263ebb4e4ba2862e9e892fd7, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x43078abfb76bd24885fd64effb22049f92a8c495, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x43078abfb76bd24885fd64effb22049f92a8c495, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x43078abfb76bd24885fd64effb22049f92a8c495, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x9752072fa16e1467f2832c236e512a35392ef4f9, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x9752072fa16e1467f2832c236e512a35392ef4f9, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x9752072fa16e1467f2832c236e512a35392ef4f9, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x9108f99235f0133acfcde9c338ad6dc9d0bb7805, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x9108f99235f0133acfcde9c338ad6dc9d0bb7805, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x9108f99235f0133acfcde9c338ad6dc9d0bb7805, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x15c6880d2dac04cbbe7d062c563587e77b6818c8, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x15c6880d2dac04cbbe7d062c563587e77b6818c8, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x15c6880d2dac04cbbe7d062c563587e77b6818c8, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xe381d632be4b5c4011211cdf3aeaca2e112f77ca, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xe381d632be4b5c4011211cdf3aeaca2e112f77ca, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xe381d632be4b5c4011211cdf3aeaca2e112f77ca, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x025bbdfb894949b557db775032e8c2946447d8d4, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x025bbdfb894949b557db775032e8c2946447d8d4, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x025bbdfb894949b557db775032e8c2946447d8d4, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xc9c304fca6bda7f655bdf92c3bee5f9ad7f3f22b, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xc9c304fca6bda7f655bdf92c3bee5f9ad7f3f22b, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xc9c304fca6bda7f655bdf92c3bee5f9ad7f3f22b, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xf8be1331fe9c3a6fe2cb8c66d92f46a24e6572ab, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xf8be1331fe9c3a6fe2cb8c66d92f46a24e6572ab, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xf8be1331fe9c3a6fe2cb8c66d92f46a24e6572ab, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x5ac1f878870f29c7a290fd375b8b3bc62fb0382a, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x5ac1f878870f29c7a290fd375b8b3bc62fb0382a, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x5ac1f878870f29c7a290fd375b8b3bc62fb0382a, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x30d726f0fc8cd657c080e9206f33f53c8a4157b7, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x30d726f0fc8cd657c080e9206f33f53c8a4157b7, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x30d726f0fc8cd657c080e9206f33f53c8a4157b7, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x3178ec3da36a5cd016d2ad0e7d261329e6ef91e7, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x3178ec3da36a5cd016d2ad0e7d261329e6ef91e7, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x3178ec3da36a5cd016d2ad0e7d261329e6ef91e7, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xbc6394e2f7c11acdbb99545e46fc6f6878d94827, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xbc6394e2f7c11acdbb99545e46fc6f6878d94827, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xbc6394e2f7c11acdbb99545e46fc6f6878d94827, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xe1169ee9d6be7e2942e79df7c642207f91bb96e9, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xe1169ee9d6be7e2942e79df7c642207f91bb96e9, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xe1169ee9d6be7e2942e79df7c642207f91bb96e9, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xf25160a26532afcc80ec80e8f3527be1ed3bc68f, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xf25160a26532afcc80ec80e8f3527be1ed3bc68f, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xf25160a26532afcc80ec80e8f3527be1ed3bc68f, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xab77d153a359dd4fe7d5dbf6618633b00e291c2e, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xab77d153a359dd4fe7d5dbf6618633b00e291c2e, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xab77d153a359dd4fe7d5dbf6618633b00e291c2e, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x5f77f896304f706d70c4099e4b27ed2161406b0e, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x5f77f896304f706d70c4099e4b27ed2161406b0e, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x5f77f896304f706d70c4099e4b27ed2161406b0e, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x445f309958e94372c0e7cec742999864ccc294b8, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x445f309958e94372c0e7cec742999864ccc294b8, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x445f309958e94372c0e7cec742999864ccc294b8, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xe999ab9e33b854732589985484cea222af6b2574, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xe999ab9e33b854732589985484cea222af6b2574, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xe999ab9e33b854732589985484cea222af6b2574, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x862cbbf067f108ef83897d3ef399448a32fb9cd1, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x862cbbf067f108ef83897d3ef399448a32fb9cd1, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x862cbbf067f108ef83897d3ef399448a32fb9cd1, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xda8416157d4708b149349a48291ce4350413edf7, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xda8416157d4708b149349a48291ce4350413edf7, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xda8416157d4708b149349a48291ce4350413edf7, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x91c220e19f59f29bef698cd4925ca3650515ff95, EIP-1967: Proxy Logic Storage Slots,2022,AdditionalTokenPropertiesSet,_additionalJsonProperties: tuple[]
0x91c220e19f59f29bef698cd4925ca3650515ff95, EIP-1967: Proxy Logic Storage Slots,2022,ContractImageUpdated,"prevImage: string, newImage: string"
0x91c220e19f59f29bef698cd4925ca3650515ff95, EIP-1967: Proxy Logic Storage Slots,2022,DescriptionUpdated,"prevDescription: string, newDescription: string"
0x91c220e19f59f29bef698cd4925ca3650515ff95, EIP-1967: Proxy Logic Storage Slots,2022,Initialized,version: uint256
0x91c220e19f59f29bef698cd4925ca3650515ff95, EIP-1967: Proxy Logic Storage Slots,2022,PropertyAdded,"id: uint256, name: string"
0x91c220e19f59f29bef698cd4925ca3650515ff95, EIP-1967: Proxy Logic Storage Slots,2022,RendererBaseUpdated,"prevRendererBase: string, newRendererBase: string"
0x91c220e19f59f29bef698cd4925ca3650515ff95, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,impl: address
0x91c220e19f59f29bef698cd4925ca3650515ff95, EIP-1967: Proxy Logic Storage Slots,2022,WebsiteURIUpdated,"lastURI: string, newURI: string"
0x9a5cc2ce2949ee36ab45d52c8b26e753e10e4210, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x9a5cc2ce2949ee36ab45d52c8b26e753e10e4210, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x9a5cc2ce2949ee36ab45d52c8b26e753e10e4210, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xc74dee15a4700d5df797bdd3982ee649a3bb8c6c, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xc74dee15a4700d5df797bdd3982ee649a3bb8c6c, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xc74dee15a4700d5df797bdd3982ee649a3bb8c6c, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x794164e572e95d84993ed8edc9f880554a6a3d3b, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x794164e572e95d84993ed8edc9f880554a6a3d3b, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x794164e572e95d84993ed8edc9f880554a6a3d3b, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xceab8eee9fbfb727bd4dd66ebd25ff2902549860, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xceab8eee9fbfb727bd4dd66ebd25ff2902549860, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xceab8eee9fbfb727bd4dd66ebd25ff2902549860, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x11fc7f13b8ec9aeb3d0450e1825784945f04f1a9, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"preAdmin: address, newAdmin: address"
0x11fc7f13b8ec9aeb3d0450e1825784945f04f1a9, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,impl: address
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,Approval,"owner: address, approved: address, tokenId: uint256"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,ApprovalForAll,"owner: address, operator: address, approved: bool"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,Initialized,version: uint8
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,MessageFailed,"_srcChainId: uint16, _srcAddress: bytes, _nonce: uint64, _payload: bytes"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,ReceiveNFT,"_srcChainId: uint16, _from: address, _tokenId: uint256"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,RoleAdminChanged,"role: bytes32, previousAdminRole: bytes32, newAdminRole: bytes32"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,RoleGranted,"role: bytes32, account: address, sender: address"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,RoleRevoked,"role: bytes32, account: address, sender: address"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,SecondarySaleFees,"tokenId: uint256, recipients: address[], bps: uint256[]"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,SetTrustedRemote,"_srcChainId: uint16, _srcAddress: bytes"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,TokenLayersDetermined,"tokenId: uint256, chainId: uint256, randomLayer0: uint8, randomLayer1: uint8, layer2: uint8, layer3: uint8, layer4: uint8, layer5: uint8, layer6: uint8"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,Transfer,"from: address, to: address, tokenId: uint256"
0x4f5a896b2c54367e6bfdc626b9bb90f1d9c28ca6, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x99a578d69de78480e621f9dd1de4efa104b8d91e, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x99a578d69de78480e621f9dd1de4efa104b8d91e, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x99a578d69de78480e621f9dd1de4efa104b8d91e, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xd78195e2815932f2986214c462e6bf209f326b3a, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xd78195e2815932f2986214c462e6bf209f326b3a, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xd78195e2815932f2986214c462e6bf209f326b3a, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xeb518af6605adaa9a327efa6817d754d7ea1194b, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xeb518af6605adaa9a327efa6817d754d7ea1194b, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xeb518af6605adaa9a327efa6817d754d7ea1194b, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xf613e50bb40c7eafa39eea724f962ba1ef94a43b, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xf613e50bb40c7eafa39eea724f962ba1ef94a43b, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xcd303bd683dbe8937ef5ddbee343e31e60a06c7e, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xcd303bd683dbe8937ef5ddbee343e31e60a06c7e, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xcd303bd683dbe8937ef5ddbee343e31e60a06c7e, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x7b2a6a14989c097ea2172da5c0c4fdcd975bf844, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x7b2a6a14989c097ea2172da5c0c4fdcd975bf844, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x7b2a6a14989c097ea2172da5c0c4fdcd975bf844, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x0afa905e5eafa918cdcdba0f5641721bfbc90a00, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x0afa905e5eafa918cdcdba0f5641721bfbc90a00, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x0afa905e5eafa918cdcdba0f5641721bfbc90a00, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x5f6c97c6ad7bdd0ae7e0dd4ca33a4ed3fdabd4d7, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x5f6c97c6ad7bdd0ae7e0dd4ca33a4ed3fdabd4d7, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xfaaaf0acbd6066b0ee1b27e51eeef1b2cc8a0524, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xfaaaf0acbd6066b0ee1b27e51eeef1b2cc8a0524, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xfaaaf0acbd6066b0ee1b27e51eeef1b2cc8a0524, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x167f35cb976de1fd366f0fb29aadaa5cb0b1d37e, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x167f35cb976de1fd366f0fb29aadaa5cb0b1d37e, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x167f35cb976de1fd366f0fb29aadaa5cb0b1d37e, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x459d87a1e403607b639f7f0edfc51e8b23aeed38, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x459d87a1e403607b639f7f0edfc51e8b23aeed38, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x459d87a1e403607b639f7f0edfc51e8b23aeed38, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xe2331ff74b5930d7084723082dc4e0b0b502ed23, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xe2331ff74b5930d7084723082dc4e0b0b502ed23, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xe2331ff74b5930d7084723082dc4e0b0b502ed23, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x585cfcca4b7b005452201c58c13021cee54d5300, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x585cfcca4b7b005452201c58c13021cee54d5300, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x585cfcca4b7b005452201c58c13021cee54d5300, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x2cb66ace465c9251718b5a27930ddc691084b7c6, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x2cb66ace465c9251718b5a27930ddc691084b7c6, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x2cb66ace465c9251718b5a27930ddc691084b7c6, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x66ac02c3120b848d65231ce977af3db1f60b97f9, EIP-1967: Proxy Logic Storage Slots,2022,ATokenUpgraded,"asset: address, proxy: address, implementation: address"
0x66ac02c3120b848d65231ce977af3db1f60b97f9, EIP-1967: Proxy Logic Storage Slots,2022,ReserveInitialized,"asset: address, aToken: address, stableDebtToken: address, variableDebtToken: address, interestRateStrategyAddress: address"
0x66ac02c3120b848d65231ce977af3db1f60b97f9, EIP-1967: Proxy Logic Storage Slots,2022,StableDebtTokenUpgraded,"asset: address, proxy: address, implementation: address"
0x66ac02c3120b848d65231ce977af3db1f60b97f9, EIP-1967: Proxy Logic Storage Slots,2022,VariableDebtTokenUpgraded,"asset: address, proxy: address, implementation: address"
0x3c42b7fd0b52c8319f2dbadf36960b2a01c76a3d, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x3c42b7fd0b52c8319f2dbadf36960b2a01c76a3d, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x3c42b7fd0b52c8319f2dbadf36960b2a01c76a3d, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xda5810b3100be3319e28daa5ca986c2253da54ae, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xda5810b3100be3319e28daa5ca986c2253da54ae, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xda5810b3100be3319e28daa5ca986c2253da54ae, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x99eb7cbcf119dc2a93038f98153909f80ec3fca8, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x99eb7cbcf119dc2a93038f98153909f80ec3fca8, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x99eb7cbcf119dc2a93038f98153909f80ec3fca8, EIP-1967: Proxy Logic Storage Slots,2022,SetSettlementRate,"currencyId: uint256, maturity: uint256, rate: uint128"
0x99eb7cbcf119dc2a93038f98153909f80ec3fca8, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xcd4ff392699107d0c98f33c0b560142d22003c8e, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xcd4ff392699107d0c98f33c0b560142d22003c8e, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xcd4ff392699107d0c98f33c0b560142d22003c8e, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x454bc9e2f870939913626fb8fbea439782e16238, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x454bc9e2f870939913626fb8fbea439782e16238, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x454bc9e2f870939913626fb8fbea439782e16238, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x27736872ce810a70546c02f438940b8abb7c3f71, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x27736872ce810a70546c02f438940b8abb7c3f71, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x27736872ce810a70546c02f438940b8abb7c3f71, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xf0ac5db0b022ecdd18119618528899d03f8b67f8, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xf0ac5db0b022ecdd18119618528899d03f8b67f8, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xf0ac5db0b022ecdd18119618528899d03f8b67f8, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0xbdbc0b7837286b0c08de5ff54a2b52cf90308835, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0xbdbc0b7837286b0c08de5ff54a2b52cf90308835, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0xbdbc0b7837286b0c08de5ff54a2b52cf90308835, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x6fe41fa7477310287c657cc8c95c0cae0a98d394, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x6fe41fa7477310287c657cc8c95c0cae0a98d394, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x6fe41fa7477310287c657cc8c95c0cae0a98d394, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x8935728173cb9a7419a0aee72b613b2aff937e38, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x8935728173cb9a7419a0aee72b613b2aff937e38, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x8935728173cb9a7419a0aee72b613b2aff937e38, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x650c816b9cbba00c434c439a0b62e00125a5d6e7, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x650c816b9cbba00c434c439a0b62e00125a5d6e7, EIP-1967: Proxy Logic Storage Slots,2022,Approval,"owner: address, approved: address, tokenId: uint256"
0x650c816b9cbba00c434c439a0b62e00125a5d6e7, EIP-1967: Proxy Logic Storage Slots,2022,ApprovalForAll,"owner: address, operator: address, approved: bool"
0x650c816b9cbba00c434c439a0b62e00125a5d6e7, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x650c816b9cbba00c434c439a0b62e00125a5d6e7, EIP-1967: Proxy Logic Storage Slots,2022,Initialized,version: uint8
0x650c816b9cbba00c434c439a0b62e00125a5d6e7, EIP-1967: Proxy Logic Storage Slots,2022,RoleAdminChanged,"role: bytes32, previousAdminRole: bytes32, newAdminRole: bytes32"
0x650c816b9cbba00c434c439a0b62e00125a5d6e7, EIP-1967: Proxy Logic Storage Slots,2022,RoleGranted,"role: bytes32, account: address, sender: address"
0x650c816b9cbba00c434c439a0b62e00125a5d6e7, EIP-1967: Proxy Logic Storage Slots,2022,RoleRevoked,"role: bytes32, account: address, sender: address"
0x650c816b9cbba00c434c439a0b62e00125a5d6e7, EIP-1967: Proxy Logic Storage Slots,2022,Transfer,"from: address, to: address, tokenId: uint256"
0x650c816b9cbba00c434c439a0b62e00125a5d6e7, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
0x0e72b118052adc0115aa009eaed20b822c46b502, EIP-1967: Proxy Logic Storage Slots,2022,AdminChanged,"previousAdmin: address, newAdmin: address"
0x0e72b118052adc0115aa009eaed20b822c46b502, EIP-1967: Proxy Logic Storage Slots,2022,BeaconUpgraded,beacon: address
0x0e72b118052adc0115aa009eaed20b822c46b502, EIP-1967: Proxy Logic Storage Slots,2022,Upgraded,implementation: address
