Proxy Address,Proxy Type,Year,Event Name,Event Parameters
0x22a721e56227ad18da852b1c4d3e9f338c327633,OpenZeppelin Proxy Pattern,2019,AdminChanged,"previousAdmin: address, newAdmin: address"
0x22a721e56227ad18da852b1c4d3e9f338c327633,OpenZeppelin Proxy Pattern,2019,Upgraded,implementation: address
0xac1e699a2074354d1e3f391717565e2f15ec667b,OpenZeppelin Proxy Pattern,2019,AdminChanged,"previousAdmin: address, newAdmin: address"
0xac1e699a2074354d1e3f391717565e2f15ec667b,OpenZeppelin Proxy Pattern,2019,Upgraded,implementation: address
0xb1cb38aedb6a159c3dd2f5dcfb0783d99bc89d80,OpenZeppelin Proxy Pattern,2019,AdminChanged,"previousAdmin: address, newAdmin: address"
0xb1cb38aedb6a159c3dd2f5dcfb0783d99bc89d80,OpenZeppelin Proxy Pattern,2019,Upgraded,implementation: address
0x786018160e9224bad5a9633d5951c88ad1bec7f6,OpenZeppelin Proxy Pattern,2019,AdminChanged,"previousAdmin: address, newAdmin: address"
0x786018160e9224bad5a9633d5951c88ad1bec7f6,OpenZeppelin Proxy Pattern,2019,Upgraded,implementation: address
0x58268c3362de4de94d017511e3d981480d1664ce,OpenZeppelin Proxy Pattern,2019,AdminChanged,"previousAdmin: address, newAdmin: address"
0x58268c3362de4de94d017511e3d981480d1664ce,OpenZeppelin Proxy Pattern,2019,Upgraded,implementation: address
0xee3ca8c8b5ea3c2aa293b0fd2e61b3638d953241,OpenZeppelin Proxy Pattern,2019,AdminChanged,"previousAdmin: address, newAdmin: address"
0xee3ca8c8b5ea3c2aa293b0fd2e61b3638d953241,OpenZeppelin Proxy Pattern,2019,Upgraded,implementation: address
0x98290b8bbedf7f8ab276ba387223f3ba2364b9df,OpenZeppelin Proxy Pattern,2019,AdminChanged,"previousAdmin: address, newAdmin: address"
0x98290b8bbedf7f8ab276ba387223f3ba2364b9df,OpenZeppelin Proxy Pattern,2019,Upgraded,implementation: address
0x3516f56cd1688b333f0c818f8a2445612d479edf,OpenZeppelin Proxy Pattern,2019,AdminChanged,"previousAdmin: address, newAdmin: address"
